# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-t" "exon" "-g" "gene_id" "-a" "/mnt/d/RNAseq/reference/BDGP5.25.62/Drosophila_melanogaster.BDGP5.25.62.gtf" "-o" "/mnt/d/RNAseq/counts/all_samples_gene_counts.txt" "/mnt/d/RNAseq/alignment/SRR031708.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031712.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031713.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031720.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031721.sorted.bam" "/mnt/d/RNAseq/alignment/SRR031722.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/RNAseq/alignment/SRR031708.sorted.bam	/mnt/d/RNAseq/alignment/SRR031712.sorted.bam	/mnt/d/RNAseq/alignment/SRR031713.sorted.bam	/mnt/d/RNAseq/alignment/SRR031720.sorted.bam	/mnt/d/RNAseq/alignment/SRR031721.sorted.bam	/mnt/d/RNAseq/alignment/SRR031722.sorted.bam
FBgn0027604	2R	3528417	3535629	+	7213	83	121	111	72	105	103
FBgn0033199	2R;2R;2R	3539124;3541983;3542618	3539858;3542542;3542816	-;-;-	1494	65	60	73	58	65	64
FBgn0028687	2R	3539941	3541453	-	1513	730	776	686	656	830	845
FBgn0050491	2R;2R;2R;2R;2R;2R	3542633;3543076;3543299;3543449;3543661;3543977	3543010;3543241;3543396;3543605;3543920;3544275	+;+;+;+;+;+	1358	15	19	9	15	11	22
FBgn0050495	2R;2R;2R;2R	3544701;3544917;3545239;3545725	3544803;3545180;3545655;3546272	+;+;+;+	1332	2	2	0	1	4	1
FBgn0033202	2R;2R	3546761;3547014	3546943;3548123	-;-	1293	0	0	1	0	0	0
FBgn0033203	2R;2R;2R;2R	3549517;3549671;3550004;3550476	3549621;3549934;3550420;3550764	+;+;+;+	1075	1	1	0	0	2	1
FBgn0033204	2R;2R;2R;2R;2R	3551291;3551538;3551858;3552080;3552401	3551439;3551801;3552014;3552339;3552780	+;+;+;+;+	1210	95	95	87	68	90	94
FBgn0033205	2R;2R;2R;2R;2R	3553337;3553651;3553979;3554192;3554509	3553521;3553914;3554135;3554451;3554852	+;+;+;+;+	1210	404	446	375	526	668	612
FBgn0033206	2R	3554746	3556534	-	1789	118	129	100	94	133	108
FBgn0033207	2R;2R	3558055;3558496	3558435;3558507	-;-	393	0	1	0	0	0	0
FBgn0033208	2R;2R;2R	3561226;3561549;3561760	3561488;3561697;3561908	-;-;-	561	62	73	66	74	99	84
FBgn0033209	2R;2R;2R	3561951;3562226;3562400	3562164;3562329;3562867	+;+;+	786	109	125	103	95	121	102
FBgn0033210	2R	3562867	3563857	-	991	125	148	112	88	140	119
FBgn0033212	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3564045;3564575;3564575;3564575;3564575;3565503;3566075;3566075;3566075;3566075;3566075;3566198;3566198;3566198;3566198;3566198;3566373;3566373;3566373;3566373;3566373;3566847;3566847;3566847;3566847;3566847;3568430;3568430;3568430;3568430;3568430;3568813;3568813;3568813;3568813;3569046;3570031;3570031;3570031;3571078;3571078;3571078;3571473;3571473;3571473;3571618;3571618;3571618;3572479;3572479;3572479;3572638;3572638;3572638;3572868;3572868;3572868;3574049;3574049;3574049;3574213;3574213;3574213;3574409;3574409;3574409;3575701;3575701;3575701;3582594;3585615;3585615	3565239;3565909;3565909;3565909;3565236;3565909;3566131;3566131;3566131;3566131;3566131;3566311;3566311;3566311;3566311;3566311;3566777;3566777;3566777;3566777;3566777;3567435;3567435;3567435;3567435;3567435;3568504;3568504;3568504;3568504;3568555;3568975;3568975;3568975;3568975;3569339;3571018;3571018;3571018;3571411;3571411;3571411;3571550;3571550;3571550;3571805;3571805;3571805;3572576;3572576;3572576;3572799;3572799;3572799;3573094;3573094;3573094;3574132;3574132;3574132;3574341;3574341;3574341;3574459;3574459;3574459;3575798;3575798;3575798;3582699;3586395;3586395	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6937	535	606	540	643	858	788
FBgn0050493	2R;2R;2R;2R	3586786;3589449;3590179;3590446	3586892;3590119;3590388;3591006	+;+;+;+	1549	18	29	23	22	43	35
FBgn0050496	2R	3587009	3589383	+	2375	75	81	76	80	94	88
FBgn0003733	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3590680;3592678;3592678;3592921;3592921;3592921;3593151;3593151;3593151;3593349;3593349;3593349;3593525;3593525;3593525;3593687;3593687;3593687;3594247;3594247;3594247;3594476;3594476;3594476;3594868;3594868;3594868;3595242;3595242;3595242;3595467;3595467;3595467;3595610;3595610;3595610;3596000;3596000;3596000;3596298;3596298;3596298;3596976	3590756;3592862;3592862;3593094;3593094;3593094;3593288;3593288;3593288;3593471;3593471;3593471;3593619;3593619;3593619;3594185;3594185;3594185;3594418;3594418;3594418;3594811;3594811;3594811;3595173;3595173;3595173;3595410;3595410;3595410;3595549;3595549;3595549;3595847;3595847;3595847;3596230;3596230;3596230;3596696;3596693;3596696;3597042	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3292	6	3	3	1	2	5
FBgn0085245	2R;2R	3591320;3591750	3591421;3592442	-;-	795	1	0	1	1	0	0
FBgn0033214	2R;2R;2R;2R;2R;2R;2R	3597379;3597962;3598201;3598354;3598580;3598982;3599248	3597440;3598149;3598298;3598485;3598921;3599181;3599494	+;+;+;+;+;+;+	1269	4	1	2	0	4	1
FBgn0033215	2R;2R;2R;2R;2R;2R	3600128;3600456;3600612;3600810;3601209;3601468	3600395;3600553;3600743;3601151;3601408;3601695	+;+;+;+;+;+	1268	1	0	0	1	1	0
FBgn0033216	2R;2R;2R;2R;2R;2R	3602488;3603037;3603206;3603384;3603784;3604050	3602616;3603134;3603328;3603725;3603983;3604296	+;+;+;+;+;+	1139	0	0	0	0	0	0
FBgn0042135	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3605833;3605833;3605833;3606881;3606881;3606881;3607146;3607146;3607146;3607348;3607348;3607348;3609539;3613194;3613194;3613373;3613373;3614876;3615447;3615774;3616330;3616521;3616935;3617147;3622882	3606811;3606811;3606811;3607079;3607079;3607079;3607285;3607285;3607285;3607501;3607501;3607501;3610157;3613294;3613294;3613500;3613500;3615012;3615701;3615883;3616462;3616663;3617086;3617213;3623124	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3560	384	421	399	409	484	449
FBgn0050497	2R;2R;2R;2R;2R;2R;2R	3625273;3625273;3625273;3629513;3645540;3665980;3669232	3629425;3629425;3629425;3629683;3646221;3667390;3670119	-;-;-;-;-;-;-	7305	1723	1816	1641	1435	1882	1608
FBgn0000337	2R;2R;2R	3670302;3670964;3672421	3670895;3672007;3672711	-;-;-	1929	3	5	5	8	7	10
FBgn0015614	2R;2R;2R;2R	3673517;3674005;3674739;3675096	3673773;3674044;3675037;3675640	+;+;+;+	1141	266	296	298	235	337	287
FBgn0033221	2R;2R;2R;2R	3676719;3676926;3677082;3677278	3676863;3677005;3677217;3677496	+;+;+;+	580	5	1	1	7	6	8
FBgn0033222	2R;2R;2R;2R;2R;2R;2R	3677896;3677896;3678062;3678062;3678198;3678384;3678384	3678003;3678003;3678330;3678141;3678330;3678676;3678676	+;+;+;+;+;+;+	670	1	0	0	0	1	0
FBgn0001091	2R;2R	3679403;3679403	3680687;3680885	-;-	1483	796	784	739	979	1406	1248
FBgn0002891	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3680757;3681391;3681678;3681980;3682286;3682800;3682979;3683441;3683591;3683736;3686489;3687648	3681332;3681620;3681922;3682227;3682730;3682916;3683383;3683525;3683677;3686423;3687583;3688549	+;+;+;+;+;+;+;+;+;+;+;+	7123	248	280	240	279	385	342
FBgn0033224	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3688286;3688286;3688286;3689491;3689491;3689491;3689686;3689686;3689686;3691017;3691017;3691017;3692606;3692927;3693731	3689073;3689073;3689073;3689623;3689623;3689623;3690706;3690706;3690706;3692443;3692443;3692443;3693071;3693047;3693904	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4009	459	517	409	289	418	375
FBgn0003317	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3693983;3694102;3694577;3694577;3695074;3695074;3695213;3695213;3696015;3696015;3696487;3696487;3696775;3696775	3694103;3694517;3694706;3694706;3695149;3695149;3695871;3695871;3696425;3696425;3696712;3696712;3697575;3697575	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2838	274	316	287	436	569	522
FBgn0033225	2R	3697580	3699540	-	1961	174	168	145	155	214	188
FBgn0033226	2R;2R;2R;2R;2R;2R;2R;2R	3700011;3700011;3700011;3700582;3700786;3700786;3700786;3700786	3700196;3700497;3700237;3700702;3702250;3702250;3702250;3702250	+;+;+;+;+;+;+;+	2073	325	340	277	281	400	370
FBgn0029093	2R;2R	3709615;3710054	3709990;3711073	-;-	1396	2887	3238	2797	2639	3247	3065
FBgn0050383	2R;2R	3711448;3712197	3711963;3712646	-;-	966	9	22	12	28	39	30
FBgn0003082	2R;2R;2R;2R;2R	3712997;3713026;3713105;3714439;3714439	3713050;3714376;3714376;3714824;3714824	+;+;+;+;+	1766	131	138	120	138	192	165
FBgn0026781	2R;2R;2R;2R;2R;2R;2R;2R	3714808;3714808;3715676;3715676;3715915;3715915;3716072;3716139	3715387;3715387;3715852;3715852;3716014;3716014;3716181;3716166	-;-;-;-;-;-;-;-	967	10	19	17	10	14	14
FBgn0042173	2R;2R;2R;2R	3716562;3716851;3717097;3717549	3716760;3717037;3717486;3717902	+;+;+;+	1130	2	4	3	3	9	3
FBgn0050382	2R;2R;2R;2R;2R;2R;2R;2R	3717918;3717918;3718786;3718786;3719025;3719025;3719182;3719249	3718497;3718497;3718962;3718962;3719124;3719124;3719274;3719276	-;-;-;-;-;-;-;-	952	1	2	2	1	2	0
FBgn0033229	2R;2R;2R;2R;2R;2R;2R	3719672;3719672;3719961;3719961;3720207;3720207;3720736	3719870;3719870;3720147;3720147;3720681;3721346;3721346	+;+;+;+;+;+;+	1526	0	0	0	0	0	1
FBgn0040780	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3719704;3719871;3720207;3720736;3721439;3721604;3721604;3721818;3721818;3722190	3719728;3720147;3720681;3721538;3721538;3721760;3721760;3723579;3722132;3722764	+;+;+;+;+;+;+;+;+;+	3499	8	8	19	12	16	13
FBgn0085390	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3723747;3723747;3723747;3723747;3724486;3724486;3724486;3724486;3724751;3724751;3724751;3724751;3725093;3725093;3725093;3725093;3730518;3730518;3730518;3730518;3732050;3732050;3732050;3732391;3732391;3732391;3732539;3732539;3732539;3733244;3733244;3733244;3734261;3734937;3734937;3735778;3735778;3736395;3736395;3738224;3738224;3738432;3738432;3739771;3740911;3741665;3742027;3742027;3746668;3746668;3748497;3748497	3724417;3724417;3724417;3724417;3724667;3724667;3724667;3724667;3724979;3724979;3724979;3724979;3725248;3725248;3725248;3725248;3731420;3731480;3731420;3731420;3732261;3732261;3732261;3732477;3732477;3732477;3732728;3732704;3732728;3733375;3733375;3733375;3734922;3735148;3735148;3735909;3735909;3736503;3736503;3738348;3738348;3738557;3738557;3739851;3741096;3741868;3742225;3742225;3746750;3746750;3748575;3748575	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5020	9	12	11	11	14	10
FBgn0050377	2R;2R;2R	3788458;3792948;3801862	3788945;3794949;3802515	+;+;+	3144	2	4	1	5	3	2
FBgn0033232	2R;2R;2R;2R;2R	3802534;3802838;3802900;3803406;3803406	3802687;3803026;3803026;3803968;3803968	-;-;-;-;-	906	138	147	93	102	142	120
FBgn0015509	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3804361;3804440;3804586;3804683;3804683;3805237;3805237;3805237;3805237;3806406;3806406;3806406;3806406;3807509;3807509;3807509;3807509	3804507;3804613;3804613;3804816;3804839;3806344;3806344;3806344;3806344;3807452;3807452;3807452;3807452;3808482;3808482;3808482;3808482	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3539	831	955	844	813	1006	980
FBgn0026393	2R;2R;2R	3808479;3808620;3809273	3808556;3808977;3810048	-;-;-	1212	34	36	43	40	42	49
FBgn0033233	2R;2R;2R;2R	3810274;3811174;3812103;3812266	3811117;3812037;3812194;3812488	-;-;-;-	2023	54	53	49	46	64	47
FBgn0033234	2R;2R;2R;2R	3814182;3815591;3815864;3816381	3814285;3815800;3816318;3817432	+;+;+;+	1821	5	8	4	4	3	4
FBgn0050381	2R;2R;2R;2R;2R	3817161;3817161;3817957;3818165;3818359	3817894;3817887;3818105;3818297;3818381	-;-;-;-;-	1039	30	31	27	29	40	31
FBgn0023171	2R;2R;2R;2R;2R;2R;2R;2R;2R	3818530;3818530;3818790;3818790;3819116;3819116;3819404;3819513;3819513	3818729;3818729;3819060;3819060;3819351;3819351;3819460;3819891;3819891	-;-;-;-;-;-;-;-;-	1143	95	127	110	136	165	138
FBgn0026722	2R;2R;2R	3819931;3821601;3823990	3821542;3823925;3824360	+;+;+	4308	151	164	141	150	215	171
FBgn0033235	2R;2R;2R;2R;2R;2R	3824362;3824709;3825267;3825464;3825942;3826405	3824648;3825213;3825407;3825880;3826320;3826674	-;-;-;-;-;-	1999	357	412	338	298	351	357
FBgn0050380	2R	3826706	3827144	-	439	0	0	0	0	0	0
FBgn0050379	2R;2R;2R	3827461;3828552;3828770	3827512;3828718;3829375	+;+;+	825	0	0	0	0	0	0
FBgn0033236	2R;2R;2R;2R	3829545;3835110;3841407;3842818	3830393;3836025;3841816;3843377	-;-;-;-	2735	205	283	215	195	279	243
FBgn0085459	2R;2R;2R	3830947;3831169;3831582	3831108;3831402;3831980	+;+;+	795	49	40	51	76	100	74
FBgn0085460	2R	3832343	3834487	+	2145	23	27	25	66	89	58
FBgn0033238	2R	3837344	3837988	+	645	0	2	0	0	0	1
FBgn0050378	2R	3837844	3838598	+	755	1	0	0	0	0	0
FBgn0033240	2R;2R;2R;2R;2R	3843714;3844141;3844403;3845274;3845523	3843794;3844341;3845220;3845464;3845762	+;+;+;+;+	1531	31	47	36	32	52	52
FBgn0033241	2R;2R;2R;2R;2R	3845712;3845712;3846847;3846847;3847481	3846787;3846787;3847532;3847341;3847513	-;-;-;-;-	1762	558	624	566	498	651	620
FBgn0026361	2R;2R;2R	3847638;3847638;3849348	3849287;3849378;3849427	-;-;-	1790	74	69	57	68	99	87
FBgn0027548	2R;2R;2R;2R;2R;2R;2R;2R	3849991;3849991;3850274;3850274;3850957;3850957;3856756;3857095	3850108;3850108;3850898;3850898;3852831;3854196;3857013;3857320	+;+;+;+;+;+;+;+	4467	349	397	343	277	377	352
FBgn0033243	2R;2R;2R;2R	3854283;3854564;3854824;3855391	3854509;3854763;3854904;3855529	-;-;-;-	647	5	4	7	2	4	2
FBgn0033244	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3855634;3855634;3855634;3857079;3857079;3857079;3857374;3857374;3857740;3857740;3857740;3858037;3858037;3858037;3858279;3858279;3858279;3858749;3858749;3858749;3859142;3859142;3859142	3856981;3856981;3856981;3857681;3857274;3857274;3857681;3857681;3857979;3857979;3857979;3858218;3858218;3858218;3858687;3858687;3858687;3859069;3859034;3859069;3859554;3859554;3859554	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3516	194	241	215	225	266	258
FBgn0027054	2R;2R;2R;2R;2R;2R	3859680;3859843;3860003;3860079;3860753;3860753	3859755;3859926;3860693;3860693;3861604;3861604	+;+;+;+;+;+	1703	160	158	156	147	149	156
FBgn0033246	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3861620;3861620;3861620;3861620;3862195;3862195;3862195;3862195;3862391;3862391;3862391;3862391;3862809;3862809;3862809;3862809;3863800;3863800;3863800;3863800;3864291;3864291;3864291;3864291;3864527;3864527;3864527;3864527;3864894;3864894;3864894;3864894;3868689;3868689;3868689;3868689;3870146;3870146;3870146;3870146;3870981;3872386;3872386;3872386;3872386;3872571;3872571;3872571;3872571;3873107;3873107;3874454;3874571;3874571;3874571	3862126;3862126;3862126;3862126;3862329;3862329;3862329;3862329;3862738;3862738;3862738;3862738;3863678;3863678;3863678;3863678;3864228;3864228;3864228;3864228;3864461;3864461;3864461;3864461;3864829;3864829;3864829;3864829;3868627;3868627;3868627;3868627;3868977;3868977;3868977;3868977;3870512;3870512;3870512;3870512;3871247;3872507;3872507;3872507;3872507;3872956;3872956;3872956;3872956;3873283;3873283;3874713;3874729;3874729;3874729	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8381	1731	2003	1752	1490	1948	1648
FBgn0033247	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3875967;3876037;3876172;3877337;3877337;3877630;3877630;3877630;3878164;3878164;3878164;3878433;3878433;3878433	3876014;3876132;3877568;3877568;3877568;3878067;3878067;3878067;3878372;3878372;3878372;3878789;3878789;3878789	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2545	172	181	147	149	198	155
FBgn0033248	2R;2R	3881295;3882020	3881849;3882473	-;-	1009	0	0	1	0	0	0
FBgn0027788	2R;2R;2R	3882941;3884710;3885338	3883968;3884924;3886078	-;-;-	1984	0	0	0	0	0	0
FBgn0033249	2R;2R	3888154;3889428	3889255;3889625	-;-	1300	0	0	0	0	0	0
FBgn0013307	2R;2R;2R;2R;2R;2R	3892308;3892921;3893134;3893489;3893868;3893996	3892625;3893078;3893431;3893737;3893936;3894178	+;+;+;+;+;+	1275	0	0	0	0	0	0
FBgn0013308	2R;2R;2R;2R;2R;2R	3894769;3895293;3895503;3895859;3896238;3896362	3895038;3895450;3895800;3896107;3896306;3896569	+;+;+;+;+;+	1252	1	0	0	0	0	0
FBgn0033250	2R;2R;2R;2R;2R;2R;2R;2R;2R	3896616;3898419;3898677;3898906;3899148;3899371;3899565;3899852;3900577	3898050;3898597;3898816;3899086;3899300;3899507;3899787;3900385;3901259	-;-;-;-;-;-;-;-;-	3665	0	0	0	0	0	0
FBgn0025360	2R;2R;2R;2R;2R;2R	3919138;3920810;3921796;3928572;3928698;3928698	3919749;3920928;3922045;3928621;3930041;3930041	+;+;+;+;+;+	2375	0	0	0	0	0	0
FBgn0033252	2R;2R;2R;2R;2R;2R;2R;2R;2R	3941331;3941331;3942410;3942410;3943237;3943237;3943667;3943667;3952745	3942347;3942347;3942538;3942538;3943566;3943566;3944836;3946056;3953056	-;-;-;-;-;-;-;-;-	4178	1	2	2	2	1	2
FBgn0040778	2R;2R;2R	3954114;3954631;3954848	3954263;3954798;3955157	-;-;-	628	6	7	10	16	15	9
FBgn0020279	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3955460;3955460;3955460;3955486;3955486;3956281;3957252;3957334;3957376;3957376;3957376;3957376;3957376;3957376;3957840;3957840;3957840;3957840;3957840;3957840;3957840;3958326;3958326;3958326;3958326;3958326;3958326;3958326;3959868;3959868;3959868;3959868;3959868;3959868;3959868;3960632;3960632;3960632;3960632;3960632;3960632;3960632;3960872;3960872;3960872;3960872;3960872;3960872;3960872;3961105;3961105;3961105;3961105;3961105;3961105;3961105;3961479;3961479;3961479;3961479;3961479;3961479;3961479;3962978;3962978;3962978;3962978;3962978;3962978;3962978;3963170;3963170;3963170;3963170;3963170;3963170;3963170;3963365;3963365;3963365;3963365;3963365;3963365;3963365;3963798;3963798;3963798;3963798;3963798;3963798;3963798;3964765;3964765;3965236;3965236;3965236;3965236;3965236;3965236	3955516;3955516;3955516;3955871;3955585;3956339;3957317;3957784;3957784;3957784;3957784;3957784;3957784;3957784;3958017;3958017;3958017;3958017;3958017;3958017;3958017;3959743;3959743;3959743;3959743;3959743;3959743;3959743;3960283;3960283;3960283;3960283;3960283;3960283;3960283;3960739;3960739;3960739;3960739;3960739;3960739;3960739;3960976;3960976;3960976;3960976;3960976;3960976;3960976;3961205;3961205;3961205;3961205;3961205;3961205;3961205;3962005;3962005;3962005;3962005;3962005;3962005;3962005;3963112;3963112;3963112;3963112;3963112;3963112;3963112;3963295;3963295;3963295;3963295;3963295;3963295;3963295;3963613;3963613;3963613;3963613;3963613;3963613;3963613;3964547;3963953;3963953;3963953;3963953;3963953;3963953;3964797;3964797;3966320;3966320;3966320;3966320;3966320;3966320	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6219	2629	2696	2323	1858	2438	2251
FBgn0021814	2R	3966742	3967561	-	820	176	194	172	143	161	164
FBgn0025469	2R;2R;2R;2R;2R	3968064;3968536;3968779;3969367;3969520	3968464;3968711;3969008;3969444;3969875	-;-;-;-;-	1241	45	56	52	53	80	83
FBgn0028563	2R;2R;2R;2R;2R;2R;2R	3970483;3972036;3972197;3972552;3973205;3973487;3973832	3970890;3972140;3972357;3973146;3973417;3973589;3974654	+;+;+;+;+;+;+	2408	313	305	271	208	264	240
FBgn0028562	2R;2R;2R;2R;2R	3974921;3975080;3975420;3976080;3976461	3974959;3975363;3976020;3976401;3976802	+;+;+;+;+	1588	1	1	1	2	1	3
FBgn0028561	2R;2R;2R;2R;2R	3976981;3977210;3978010;3978285;3978441	3977156;3977953;3978222;3978387;3978802	+;+;+;+;+	1598	2	7	1	1	1	0
FBgn0033257	2R;2R;2R;2R;2R;2R;2R	3979203;3982584;3983101;3983519;3983809;3984040;3984197	3979670;3983023;3983452;3983748;3983935;3984141;3984450	+;+;+;+;+;+;+	1973	3	1	8	5	6	2
FBgn0033258	2R;2R;2R	3984442;3984442;3985920	3985860;3985959;3985959	-;-;-	1518	12	18	21	18	13	19
FBgn0033259	2R;2R;2R	3986182;3987061;3988039	3986358;3987980;3989811	+;+;+	2870	262	307	258	238	306	282
FBgn0033260	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	3989765;3989765;3990113;3990475;3990475;3990688;3990688;3991028;3991028;3991472;3991472;3991667;3991667;3991958;3991958;3992196;3992196;3992718;3992718;3993030;3993030;3993522;3993522	3990049;3990411;3990411;3990627;3990627;3990966;3990966;3991417;3991417;3991608;3991608;3991859;3991859;3992144;3992144;3992656;3992656;3992962;3992962;3993444;3993444;3993819;3993819	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3405	380	460	354	380	500	430
FBgn0033261	2R	3993931	3994878	+	948	77	94	80	72	77	71
FBgn0050372	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4001791;4002645;4003035;4003035;4003637;4003637;4003772;4003772;4004670;4004670;4004850;4004850;4005393;4005393;4005914;4005914;4006419;4006419;4006828;4006828;4007053;4007053;4009762;4009762	4002968;4002968;4003220;4003220;4003713;4003713;4004609;4004525;4004789;4004789;4005330;4005330;4005828;4005828;4006356;4006356;4006759;4006759;4006973;4006973;4007125;4007125;4010357;4010356	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4915	362	426	400	403	512	469
FBgn0033264	2R;2R;2R	4010521;4010925;4012115	4010868;4012054;4012563	+;+;+	1927	243	279	239	211	270	266
FBgn0033265	2R;2R;2R;2R;2R;2R;2R;2R;2R	4012486;4012486;4012772;4012772;4013038;4013038;4014429;4014570;4014570	4012714;4012714;4012978;4012978;4014514;4014374;4014514;4014693;4014747	-;-;-;-;-;-;-;-;-	2091	90	116	95	109	120	130
FBgn0033266	2R;2R	4015136;4015829	4015766;4016981	+;+	1784	195	199	174	142	156	183
FBgn0260390	2R;2R;2R	4016859;4016859;4018761	4018837;4018677;4018837	-;-;-	1979	0	0	0	0	0	0
FBgn0260398	2R;2R;2R	4016859;4016859;4018761	4018837;4018677;4018837	-;-;-	1979	0	0	0	0	0	0
FBgn0005648	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	4018918;4018918;4019426;4019426;4019895;4019895;4020447;4020447;4020646;4020646;4021120	4019228;4019228;4019637;4019637;4020296;4020296;4020580;4020580;4020713;4020985;4021879	+;+;+;+;+;+;+;+;+;+;+	2159	457	490	440	418	512	450
FBgn0033268	2R;2R	4021870;4022472	4022401;4022596	-;-	657	10	18	24	22	34	31
